Call Date,Custom Grouping,counts
12/14/2015,Rescue,4
12/14/2015,Various Other,18
12/14/2016,Aid Other Agency,5
12/14/2016,Chemical / Electrical,10
12/14/2016,Fire,225
12/14/2016,Medical,691
12/14/2016,Misc Emergency,26
12/14/2016,Rescue,2
12/14/2016,Various Other,16
12/14/2017,Aid Other Agency,12
12/14/2017,Chemical / Electrical,10
12/14/2017,Fire,203
12/14/2017,Medical,620
12/14/2017,Misc Emergency,34
12/14/2017,Rescue,13
12/14/2017,Various Other,12
12/14/2018,Aid Other Agency,8
12/14/2018,Chemical / Electrical,10
12/14/2018,Fire,156
12/14/2018,Medical,601
12/14/2018,Misc Emergency,25
12/14/2018,Various Other,6
12/14/2019,Aid Other Agency,17
12/14/2019,Chemical / Electrical,6
12/14/2019,Fire,172
12/14/2019,Medical,734
12/14/2019,Misc Emergency,25
12/14/2019,Rescue,3
12/14/2019,Various Other,8
12/15/2010,Aid Other Agency,7
12/15/2010,Chemical / Electrical,9
12/15/2010,Fire,220
12/15/2010,Medical,412
12/15/2010,Misc Emergency,44
12/15/2010,Rescue,2
12/15/2010,Various Other,17
12/15/2011,Aid Other Agency,7
12/15/2011,Chemical / Electrical,6
12/15/2011,Fire,117
12/15/2011,Medical,463
12/15/2011,Misc Emergency,63
12/15/2011,Rescue,2
12/15/2011,Various Other,14
12/15/2012,Aid Other Agency,9
12/15/2012,Chemical / Electrical,4
12/15/2012,Fire,141
12/15/2012,Medical,550
12/15/2012,Misc Emergency,32
12/15/2012,Rescue,7
12/15/2012,Various Other,8
12/15/2013,Aid Other Agency,10
12/15/2013,Chemical / Electrical,6
12/15/2013,Fire,166
12/15/2013,Medical,475
12/15/2013,Misc Emergency,29
12/15/2013,Rescue,12
12/15/2013,Various Other,6
12/15/2014,Aid Other Agency,7
12/15/2014,Chemical / Electrical,6
12/15/2014,Fire,226
12/15/2014,Medical,612
12/15/2014,Misc Emergency,42
12/15/2014,Rescue,1
12/15/2014,Various Other,6
12/15/2015,Aid Other Agency,13
12/15/2015,Chemical / Electrical,10
12/15/2015,Fire,170
12/15/2015,Medical,556
12/15/2015,Misc Emergency,38
12/15/2015,Rescue,2
12/15/2015,Various Other,20
12/15/2016,Aid Other Agency,19
12/15/2016,Chemical / Electrical,24
12/15/2016,Fire,218
12/15/2016,Medical,538
12/15/2016,Misc Emergency,71
12/15/2016,Rescue,1
12/15/2016,Various Other,34
12/15/2017,Aid Other Agency,8
12/15/2017,Chemical / Electrical,3
12/15/2017,Fire,236
12/15/2017,Medical,583
12/15/2017,Misc Emergency,49
12/15/2017,Rescue,2
12/15/2017,Various Other,8
12/15/2018,Aid Other Agency,11
12/15/2018,Chemical / Electrical,12
12/15/2018,Fire,127
12/15/2018,Medical,640
12/15/2018,Misc Emergency,39
12/15/2018,Rescue,3
12/15/2018,Various Other,6
12/15/2019,Aid Other Agency,11
12/15/2019,Chemical / Electrical,9
12/15/2019,Fire,162
12/15/2019,Medical,586
12/15/2019,Misc Emergency,22
12/15/2019,Rescue,2
12/15/2019,Various Other,11
12/16/2010,Aid Other Agency,12
12/16/2010,Chemical / Electrical,6
12/16/2010,Fire,167
12/16/2010,Medical,511
12/16/2010,Misc Emergency,41
12/16/2010,Rescue,4
12/16/2010,Various Other,18
12/16/2011,Aid Other Agency,11
12/16/2011,Chemical / Electrical,10
12/16/2011,Fire,216
12/16/2011,Medical,549
12/16/2011,Misc Emergency,47
12/16/2011,Rescue,1
12/16/2011,Various Other,5
12/16/2012,Aid Other Agency,8
12/16/2012,Chemical / Electrical,3
12/16/2012,Fire,221
12/16/2012,Medical,494
12/16/2012,Misc Emergency,53
12/16/2012,Rescue,9
12/16/2012,Various Other,20
12/16/2013,Aid Other Agency,11
12/16/2013,Chemical / Electrical,27
12/16/2013,Fire,198
12/16/2013,Medical,534
12/16/2013,Misc Emergency,26
12/16/2013,Rescue,9
12/16/2013,Various Other,14
12/16/2014,Aid Other Agency,6
12/16/2014,Chemical / Electrical,14
12/16/2014,Fire,214
12/16/2014,Medical,510
12/16/2014,Misc Emergency,34
12/16/2014,Rescue,2
12/16/2014,Various Other,12
12/16/2015,Aid Other Agency,9
12/16/2015,Chemical / Electrical,9
12/16/2015,Fire,194
12/16/2015,Medical,577
12/16/2015,Misc Emergency,33
12/16/2015,Rescue,11
12/16/2015,Various Other,20
12/16/2016,Aid Other Agency,8
12/16/2016,Chemical / Electrical,13
12/16/2016,Fire,305
12/16/2016,Medical,590
12/16/2016,Misc Emergency,47
12/16/2016,Rescue,9
12/16/2016,Various Other,44
12/16/2017,Aid Other Agency,8
12/16/2017,Chemical / Electrical,17
12/16/2017,Fire,184
12/16/2017,Medical,563
12/16/2017,Misc Emergency,52
12/16/2017,Rescue,8
12/16/2017,Various Other,17
12/16/2018,Aid Other Agency,20
12/16/2018,Chemical / Electrical,8
12/16/2018,Fire,146
12/16/2018,Medical,530
12/16/2018,Misc Emergency,37
12/16/2018,Rescue,1
12/16/2018,Various Other,6
12/16/2019,Aid Other Agency,19
12/16/2019,Chemical / Electrical,24
12/16/2019,Fire,192
12/16/2019,Medical,596
12/16/2019,Misc Emergency,37
12/16/2019,Rescue,3
12/16/2019,Various Other,13
12/17/2010,Aid Other Agency,16
12/17/2010,Chemical / Electrical,11
12/17/2010,Fire,220
12/17/2010,Medical,555
12/17/2010,Misc Emergency,70
12/17/2010,Rescue,1
12/17/2010,Various Other,9
12/17/2011,Aid Other Agency,18
12/17/2011,Chemical / Electrical,8
12/17/2011,Fire,219
12/17/2011,Medical,529
12/17/2011,Misc Emergency,53
12/17/2011,Rescue,6
12/17/2011,Various Other,19
12/17/2012,Aid Other Agency,15
12/17/2012,Chemical / Electrical,7
12/17/2012,Fire,163
12/17/2012,Medical,533
12/17/2012,Misc Emergency,35
12/17/2012,Rescue,3
12/17/2012,Various Other,11
12/17/2013,Aid Other Agency,11
12/17/2013,Chemical / Electrical,19
12/17/2013,Fire,206
12/17/2013,Medical,562
12/17/2013,Misc Emergency,42
12/17/2013,Rescue,6
12/17/2013,Various Other,18
12/17/2014,Aid Other Agency,6
12/17/2014,Chemical / Electrical,22
12/17/2014,Fire,242
12/17/2014,Medical,557
12/17/2014,Misc Emergency,31
12/17/2014,Rescue,3
12/17/2014,Various Other,26
12/17/2015,Aid Other Agency,13
12/17/2015,Chemical / Electrical,18
12/17/2015,Fire,177
12/17/2015,Medical,587
12/17/2015,Misc Emergency,21
12/17/2015,Rescue,3
12/17/2015,Various Other,12
12/17/2016,Aid Other Agency,12
12/17/2016,Chemical / Electrical,12
12/17/2016,Fire,213
12/17/2016,Medical,610
12/17/2016,Misc Emergency,38
12/17/2016,Rescue,1
12/17/2016,Various Other,24
12/17/2017,Aid Other Agency,9
12/17/2017,Chemical / Electrical,5
12/17/2017,Fire,140
12/17/2017,Medical,532
12/17/2017,Misc Emergency,20
12/17/2017,Rescue,7
12/17/2017,Various Other,7
12/17/2018,Aid Other Agency,6
12/17/2018,Chemical / Electrical,9
12/17/2018,Fire,154
12/17/2018,Medical,584
12/17/2018,Misc Emergency,66
12/17/2018,Rescue,24
12/17/2018,Various Other,20
12/17/2019,Aid Other Agency,11
12/17/2019,Chemical / Electrical,10
12/17/2019,Fire,199
12/17/2019,Medical,549
12/17/2019,Misc Emergency,25
12/17/2019,Rescue,7
12/17/2019,Various Other,24
12/18/2010,Aid Other Agency,12
12/18/2010,Chemical / Electrical,8
12/18/2010,Fire,281
12/18/2010,Medical,526
12/18/2010,Misc Emergency,33
12/18/2010,Rescue,2
12/18/2010,Various Other,5
12/18/2011,Aid Other Agency,7
12/18/2011,Chemical / Electrical,9
12/18/2011,Fire,181
12/18/2011,Medical,520
12/18/2011,Misc Emergency,16
12/18/2011,Rescue,2
12/18/2011,Various Other,6
12/18/2012,Aid Other Agency,6
12/18/2012,Chemical / Electrical,8
12/18/2012,Fire,217
12/18/2012,Medical,473
12/18/2012,Misc Emergency,27
12/18/2012,Various Other,13
12/18/2013,Aid Other Agency,10
12/18/2013,Chemical / Electrical,4
12/18/2013,Fire,115
12/18/2013,Medical,516
12/18/2013,Misc Emergency,66
12/18/2013,Various Other,8
12/18/2014,Aid Other Agency,4
12/18/2014,Chemical / Electrical,10
12/18/2014,Fire,143
12/18/2014,Medical,529
12/18/2014,Misc Emergency,33
12/18/2014,Rescue,1
12/18/2014,Various Other,12
12/18/2015,Aid Other Agency,11
12/18/2015,Chemical / Electrical,3
12/18/2015,Fire,183
12/18/2015,Medical,607
12/18/2015,Misc Emergency,65
12/18/2015,Rescue,2
12/18/2015,Various Other,19
12/18/2016,Aid Other Agency,9
12/18/2016,Chemical / Electrical,6
12/18/2016,Fire,199
12/18/2016,Medical,516
12/18/2016,Misc Emergency,23
12/18/2016,Rescue,11
12/18/2016,Various Other,11
12/18/2017,Aid Other Agency,8
12/18/2017,Chemical / Electrical,15
12/18/2017,Fire,172
12/18/2017,Medical,625
12/18/2017,Misc Emergency,57
12/18/2017,Rescue,20
12/18/2017,Various Other,8
12/18/2018,Aid Other Agency,12
12/18/2018,Chemical / Electrical,16
12/18/2018,Fire,201
12/18/2018,Medical,596
12/18/2018,Misc Emergency,37
12/18/2018,Rescue,4
12/18/2018,Various Other,9
12/18/2019,Aid Other Agency,10
12/18/2019,Chemical / Electrical,16
12/18/2019,Fire,218
12/18/2019,Medical,618
12/18/2019,Misc Emergency,42
12/18/2019,Rescue,4
12/18/2019,Various Other,19
12/19/2010,Aid Other Agency,12
12/19/2010,Chemical / Electrical,16
12/19/2010,Fire,188
12/19/2010,Medical,461
12/19/2010,Misc Emergency,33
12/19/2010,Rescue,1
12/19/2010,Various Other,16
12/19/2011,Aid Other Agency,9
12/19/2011,Chemical / Electrical,16
12/19/2011,Fire,156
12/19/2011,Medical,532
12/19/2011,Misc Emergency,37
12/19/2011,Rescue,1
12/19/2011,Various Other,12
12/19/2012,Aid Other Agency,9
12/19/2012,Chemical / Electrical,14
12/19/2012,Fire,178
12/19/2012,Medical,521
12/19/2012,Misc Emergency,50
12/19/2012,Rescue,11
12/19/2012,Various Other,12
12/19/2013,Aid Other Agency,15
12/19/2013,Chemical / Electrical,2
12/19/2013,Fire,211
12/19/2013,Medical,486
12/19/2013,Misc Emergency,35
12/19/2013,Rescue,2
12/19/2013,Various Other,7
12/19/2014,Aid Other Agency,12
12/19/2014,Chemical / Electrical,8
12/19/2014,Fire,238
12/19/2014,Medical,534
12/19/2014,Misc Emergency,36
12/19/2014,Various Other,17
12/19/2015,Aid Other Agency,17
12/19/2015,Chemical / Electrical,6
12/19/2015,Fire,166
12/19/2015,Medical,513
12/19/2015,Misc Emergency,31
12/19/2015,Rescue,20
12/19/2015,Various Other,13
12/19/2016,Aid Other Agency,14
12/19/2016,Chemical / Electrical,20
12/19/2016,Fire,184
12/19/2016,Medical,628
12/19/2016,Misc Emergency,17
12/19/2016,Rescue,4
12/19/2016,Various Other,15
12/19/2017,Aid Other Agency,15
12/19/2017,Chemical / Electrical,13
12/19/2017,Fire,162
12/19/2017,Medical,568
12/19/2017,Misc Emergency,25
12/19/2017,Rescue,3
12/19/2017,Various Other,8
12/19/2018,Aid Other Agency,9
12/19/2018,Chemical / Electrical,13
12/19/2018,Fire,159
12/19/2018,Medical,577
12/19/2018,Misc Emergency,37
12/19/2018,Rescue,2
12/19/2018,Various Other,16
12/19/2019,Aid Other Agency,9
12/19/2019,Chemical / Electrical,16
12/19/2019,Fire,191
12/19/2019,Medical,628
12/19/2019,Misc Emergency,36
12/19/2019,Various Other,10
12/20/2010,Aid Other Agency,6
12/20/2010,Chemical / Electrical,7
12/20/2010,Fire,245
12/20/2010,Medical,406
12/20/2010,Misc Emergency,43
12/20/2010,Rescue,10
12/20/2010,Various Other,6
12/20/2011,Aid Other Agency,9
12/20/2011,Chemical / Electrical,12
12/20/2011,Fire,212
12/20/2011,Medical,494
12/20/2011,Misc Emergency,39
12/20/2011,Rescue,1
12/20/2011,Various Other,2
12/20/2012,Aid Other Agency,8
12/20/2012,Chemical / Electrical,6
12/20/2012,Fire,195
12/20/2012,Medical,466
12/20/2012,Misc Emergency,41
12/20/2012,Rescue,3
12/20/2012,Various Other,12
12/20/2013,Aid Other Agency,10
12/20/2013,Chemical / Electrical,17
12/20/2013,Fire,245
12/20/2013,Medical,659
12/20/2013,Misc Emergency,46
12/20/2013,Rescue,2
12/20/2013,Various Other,10
12/20/2014,Aid Other Agency,11
12/20/2014,Chemical / Electrical,21
12/20/2014,Fire,210
12/20/2014,Medical,520
12/20/2014,Misc Emergency,52
12/20/2014,Rescue,15
12/20/2014,Various Other,7
12/20/2015,Aid Other Agency,12
12/20/2015,Chemical / Electrical,2
12/20/2015,Fire,244
12/20/2015,Medical,554
12/20/2015,Misc Emergency,42
12/20/2015,Rescue,17
12/20/2015,Various Other,6
12/20/2016,Aid Other Agency,11
12/20/2016,Chemical / Electrical,7
12/20/2016,Fire,188
12/20/2016,Medical,553
12/20/2016,Misc Emergency,29
12/20/2016,Rescue,26
12/20/2016,Various Other,23
12/20/2017,Aid Other Agency,6
12/20/2017,Chemical / Electrical,16
12/20/2017,Fire,213
12/20/2017,Medical,506
12/20/2017,Misc Emergency,39
12/20/2017,Various Other,10
12/20/2018,Aid Other Agency,20
12/20/2018,Chemical / Electrical,7
12/20/2018,Fire,223
12/20/2018,Medical,527
12/20/2018,Misc Emergency,49
12/20/2018,Rescue,15
12/20/2018,Various Other,6
12/20/2019,Aid Other Agency,17
12/20/2019,Chemical / Electrical,8
12/20/2019,Fire,149
12/20/2019,Medical,680
12/20/2019,Misc Emergency,45
12/20/2019,Rescue,1
12/20/2019,Various Other,20
12/21/2010,Aid Other Agency,4
12/21/2010,Chemical / Electrical,6
12/21/2010,Fire,150
12/21/2010,Medical,483
12/21/2010,Misc Emergency,56
12/21/2010,Rescue,2
12/21/2010,Various Other,5
12/21/2011,Aid Other Agency,11
12/21/2011,Chemical / Electrical,19
12/21/2011,Fire,157
12/21/2011,Medical,495
12/21/2011,Misc Emergency,32
12/21/2011,Various Other,2
12/21/2012,Aid Other Agency,12
12/21/2012,Chemical / Electrical,7
12/21/2012,Fire,174
12/21/2012,Medical,547
12/21/2012,Misc Emergency,46
12/21/2012,Rescue,1
12/21/2012,Various Other,8
12/21/2013,Aid Other Agency,12
12/21/2013,Chemical / Electrical,27
12/21/2013,Fire,216
12/21/2013,Medical,559
12/21/2013,Misc Emergency,25
12/21/2013,Rescue,10
12/21/2013,Various Other,21
12/21/2014,Aid Other Agency,17
12/21/2014,Chemical / Electrical,1
12/21/2014,Fire,268
12/21/2014,Medical,544
12/21/2014,Misc Emergency,57
12/21/2014,Rescue,14
12/21/2014,Various Other,6
12/21/2015,Aid Other Agency,6
12/21/2015,Chemical / Electrical,24
12/21/2015,Fire,219
12/21/2015,Medical,592
12/21/2015,Misc Emergency,56
12/21/2015,Various Other,12
12/21/2016,Aid Other Agency,17
12/21/2016,Chemical / Electrical,15
12/21/2016,Fire,159
12/21/2016,Medical,641
12/21/2016,Misc Emergency,21
12/21/2016,Rescue,8
12/21/2016,Various Other,29
12/21/2017,Aid Other Agency,18
12/21/2017,Chemical / Electrical,14
12/21/2017,Fire,182
12/21/2017,Medical,560
12/21/2017,Misc Emergency,48
12/21/2017,Rescue,4
12/21/2017,Various Other,16
12/21/2018,Aid Other Agency,20
12/21/2018,Chemical / Electrical,15
12/21/2018,Fire,170
12/21/2018,Medical,666
12/21/2018,Misc Emergency,48
12/21/2018,Rescue,15
12/21/2018,Various Other,7
12/21/2019,Aid Other Agency,8
12/21/2019,Chemical / Electrical,18
12/21/2019,Fire,137
12/21/2019,Medical,703
12/21/2019,Misc Emergency,26
12/21/2019,Rescue,5
12/21/2019,Various Other,17
12/22/2010,Aid Other Agency,10
12/22/2010,Chemical / Electrical,5
12/22/2010,Fire,199
12/22/2010,Medical,464
12/22/2010,Misc Emergency,35
12/22/2010,Rescue,1
12/22/2010,Various Other,10
12/22/2011,Aid Other Agency,7
12/22/2011,Chemical / Electrical,12
12/22/2011,Fire,276
12/22/2011,Medical,492
12/22/2011,Misc Emergency,28
12/22/2011,Rescue,13
12/22/2011,Various Other,5
12/22/2012,Aid Other Agency,7
12/22/2012,Chemical / Electrical,2
12/22/2012,Fire,226
12/22/2012,Medical,451
12/22/2012,Misc Emergency,36
12/22/2012,Rescue,4
12/22/2012,Various Other,12
12/22/2013,Aid Other Agency,18
12/22/2013,Chemical / Electrical,17
12/22/2013,Fire,190
12/22/2013,Medical,511
12/22/2013,Misc Emergency,17
12/22/2013,Rescue,13
12/22/2013,Various Other,9
12/22/2014,Aid Other Agency,20
12/22/2014,Chemical / Electrical,16
12/22/2014,Fire,258
12/22/2014,Medical,645
12/22/2014,Misc Emergency,41
12/22/2014,Rescue,3
12/22/2014,Various Other,11
12/22/2015,Aid Other Agency,9
12/22/2015,Chemical / Electrical,14
12/22/2015,Fire,238
12/22/2015,Medical,472
12/22/2015,Misc Emergency,17
12/22/2015,Rescue,4
12/22/2015,Various Other,14
12/22/2016,Aid Other Agency,3
12/22/2016,Chemical / Electrical,15
12/22/2016,Fire,135
12/22/2016,Medical,621
12/22/2016,Misc Emergency,33
12/22/2016,Rescue,27
12/22/2016,Various Other,21
12/22/2017,Aid Other Agency,9
12/22/2017,Chemical / Electrical,14
12/22/2017,Fire,168
12/22/2017,Medical,622
12/22/2017,Misc Emergency,32
12/22/2017,Rescue,12
12/22/2017,Various Other,12
12/22/2018,Aid Other Agency,5
12/22/2018,Chemical / Electrical,6
12/22/2018,Fire,134
12/22/2018,Medical,588
12/22/2018,Misc Emergency,38
12/22/2018,Rescue,16
12/22/2018,Various Other,24
12/22/2019,Aid Other Agency,16
12/22/2019,Chemical / Electrical,12
12/22/2019,Fire,231
12/22/2019,Medical,553
12/22/2019,Misc Emergency,33
12/22/2019,Rescue,37
12/22/2019,Various Other,3
12/23/2010,Aid Other Agency,8
12/23/2010,Chemical / Electrical,10
12/23/2010,Fire,216
12/23/2010,Medical,536
12/23/2010,Misc Emergency,6
12/23/2010,Rescue,1
12/23/2010,Various Other,12
12/23/2011,Aid Other Agency,11
12/23/2011,Chemical / Electrical,7
12/23/2011,Fire,152
12/23/2011,Medical,576
12/23/2011,Misc Emergency,53
12/23/2011,Rescue,1
12/23/2011,Various Other,12
12/23/2012,Aid Other Agency,12
12/23/2012,Chemical / Electrical,19
12/23/2012,Fire,159
12/23/2012,Medical,436
12/23/2012,Misc Emergency,20
12/23/2012,Rescue,1
12/23/2012,Various Other,29
12/23/2013,Aid Other Agency,15
12/23/2013,Chemical / Electrical,1
12/23/2013,Fire,195
12/23/2013,Medical,500
12/23/2013,Misc Emergency,37
12/23/2013,Rescue,8
12/23/2013,Various Other,5
12/23/2014,Aid Other Agency,14
12/23/2014,Chemical / Electrical,14
12/23/2014,Fire,184
12/23/2014,Medical,502
12/23/2014,Misc Emergency,21
12/23/2014,Rescue,2
12/23/2014,Various Other,23
12/23/2015,Aid Other Agency,9
12/23/2015,Chemical / Electrical,5
12/23/2015,Fire,190
12/23/2015,Medical,525
12/23/2015,Misc Emergency,31
12/23/2015,Rescue,1
12/23/2015,Various Other,14
12/23/2016,Aid Other Agency,17
12/23/2016,Chemical / Electrical,10
12/23/2016,Fire,185
12/23/2016,Medical,621
12/23/2016,Misc Emergency,31
12/23/2016,Rescue,9
12/23/2016,Various Other,14
12/23/2017,Aid Other Agency,2
12/23/2017,Chemical / Electrical,2
12/23/2017,Fire,227
12/23/2017,Medical,579
12/23/2017,Misc Emergency,32
12/23/2017,Rescue,5
12/23/2017,Various Other,8
12/23/2018,Aid Other Agency,11
12/23/2018,Chemical / Electrical,7
12/23/2018,Fire,204
12/23/2018,Medical,522
12/23/2018,Misc Emergency,22
12/23/2018,Rescue,2
12/23/2018,Various Other,7
12/23/2019,Aid Other Agency,12
12/23/2019,Chemical / Electrical,7
12/23/2019,Fire,179
12/23/2019,Medical,617
12/23/2019,Misc Emergency,22
12/23/2019,Rescue,3
12/23/2019,Various Other,3
12/24/2010,Aid Other Agency,8
12/24/2010,Chemical / Electrical,13
12/24/2010,Fire,188
12/24/2010,Medical,422
12/24/2010,Misc Emergency,21
12/24/2010,Rescue,5
12/24/2010,Various Other,16
12/24/2011,Aid Other Agency,13
12/24/2011,Chemical / Electrical,7
12/24/2011,Fire,265
12/24/2011,Medical,511
12/24/2011,Misc Emergency,28
12/24/2011,Rescue,31
12/24/2011,Various Other,4
12/24/2012,Aid Other Agency,7
12/24/2012,Chemical / Electrical,10
12/24/2012,Fire,244
12/24/2012,Medical,437
12/24/2012,Misc Emergency,12
12/24/2012,Various Other,6
12/24/2013,Aid Other Agency,15
12/24/2013,Chemical / Electrical,10
12/24/2013,Fire,232
12/24/2013,Medical,485
12/24/2013,Misc Emergency,17
12/24/2013,Various Other,16
12/24/2014,Aid Other Agency,3
12/24/2014,Chemical / Electrical,13
12/24/2014,Fire,137
12/24/2014,Medical,507
12/24/2014,Misc Emergency,33
12/24/2014,Rescue,1
12/24/2014,Various Other,6
12/24/2015,Aid Other Agency,17
12/24/2015,Chemical / Electrical,10
12/24/2015,Fire,201
12/24/2015,Medical,470
12/24/2015,Misc Emergency,35
12/24/2015,Rescue,1
12/24/2016,Aid Other Agency,5
12/24/2016,Chemical / Electrical,8
12/24/2016,Fire,156
12/24/2016,Medical,571
12/24/2016,Misc Emergency,17
12/24/2016,Rescue,16
12/24/2016,Various Other,18
12/24/2017,Aid Other Agency,10
12/24/2017,Chemical / Electrical,9
12/24/2017,Fire,157
12/24/2017,Medical,554
12/24/2017,Misc Emergency,13
12/24/2017,Rescue,2
12/24/2017,Various Other,12
12/24/2018,Aid Other Agency,11
12/24/2018,Chemical / Electrical,10
12/24/2018,Fire,204
12/24/2018,Medical,542
12/24/2018,Misc Emergency,43
12/24/2018,Rescue,4
12/24/2018,Various Other,14
12/24/2019,Aid Other Agency,15
12/24/2019,Chemical / Electrical,7
12/24/2019,Fire,175
12/24/2019,Medical,612
12/24/2019,Misc Emergency,25
12/24/2019,Various Other,9
12/25/2010,Aid Other Agency,11
12/25/2010,Chemical / Electrical,15
12/25/2010,Fire,171
12/25/2010,Medical,452
12/25/2010,Misc Emergency,26
12/25/2010,Rescue,4
12/25/2010,Various Other,17
12/25/2011,Aid Other Agency,11
12/25/2011,Chemical / Electrical,8
12/25/2011,Fire,102
12/25/2011,Medical,477
12/25/2011,Misc Emergency,12
12/25/2011,Rescue,3
12/25/2011,Various Other,4
12/25/2012,Aid Other Agency,11
12/25/2012,Chemical / Electrical,11
12/25/2012,Fire,226
12/25/2012,Medical,387
12/25/2012,Misc Emergency,30
12/25/2012,Rescue,1
12/25/2012,Various Other,2
12/25/2013,Aid Other Agency,9
12/25/2013,Chemical / Electrical,3
12/25/2013,Fire,241
12/25/2013,Medical,454
12/25/2013,Misc Emergency,35
12/25/2013,Rescue,1
12/25/2013,Various Other,9
12/25/2014,Aid Other Agency,15
12/25/2014,Chemical / Electrical,3
12/25/2014,Fire,249
12/25/2014,Medical,494
12/25/2014,Misc Emergency,19
12/25/2014,Rescue,1
12/25/2014,Various Other,7
12/25/2015,Aid Other Agency,17
12/25/2015,Chemical / Electrical,6
12/25/2015,Fire,198
12/25/2015,Medical,561
12/25/2015,Misc Emergency,33
12/25/2015,Rescue,1
12/25/2015,Various Other,4
12/25/2016,Aid Other Agency,12
12/25/2016,Chemical / Electrical,3
12/25/2016,Fire,179
12/25/2016,Medical,491
12/25/2016,Misc Emergency,23
12/25/2016,Rescue,2
12/25/2016,Various Other,9
12/25/2017,Aid Other Agency,16
12/25/2017,Chemical / Electrical,21
12/25/2017,Fire,147
12/25/2017,Medical,485
12/25/2017,Misc Emergency,12
12/25/2017,Rescue,2
12/25/2017,Various Other,14
12/25/2018,Aid Other Agency,5
12/25/2018,Chemical / Electrical,6
12/25/2018,Fire,144
12/25/2018,Medical,526
12/25/2018,Misc Emergency,22
12/25/2018,Rescue,12
12/25/2018,Various Other,7
12/25/2019,Aid Other Agency,13
